,date,sentiwordscore,vader_compound_scores,count,average_swn_scores,average_vader_scores
20,2018-09-21,"[0.125, 0.375, 0.0, 0.0, 0.0, 0.0, -0.25, -0.25, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.75, 1.5, 1.25, 1.625, -0.125, 0.125, 0.125, 0.0, -0.75, 0.0, -0.75, -0.375, 2.125, 1.0, 0.0, 0.25, 0.0, 0.0, -0.25, 0.25, 0.625, 0.0, 0.0, 0.0, 0.25, 1.25, 0.0, 0.125, -0.125, -0.125, 0.0, 0.375, 0.125, 0.0, 0.625, -0.125, 0.0, 0.0, 0.0, -0.375, 0.125, 1.0, 0.5, 0.0, 0.0, 0.625, 1.5, 0.0, 0.0, 0.125, 2.125, -0.625, 0.0]","[0.3612, -0.5411, -0.296, 0.8996, 0.3182, -0.1739, 0.6369, 0.3802, 0.2263, -0.2411, 0.7031, 0.4019, 0.0, 0.2023, 0.7096, 0.6369, 0.8012, 0.8012, 0.0, 0.8519, 0.34, 0.0, 0.9214, 0.0, 0.6166, 0.0, 0.9357, 0.7485, -0.5994, 0.0, 0.6739, -0.296, 0.0, 0.0, 0.4019, 0.0, 0.4019, 0.0, 0.7192, 0.6696, -0.2942, 0.8185, 0.3049, 0.8476, 0.0, 0.8946, 0.0, 0.5994, 0.4019, 0.5815, 0.4404, 0.2023, 0.0, -0.2481, 0.6114, 0.6767, 0.4019, 0.0, 0.0, 0.7269, 0.7828, 0.4404, 0.6688, -0.0772, 0.9323, 0.128, 0.4215]",67,0.22388059701492538,0.33543283582089556
21,2018-09-22,"[0.0, -0.11200000000000004, 0.0, 0.0, 0.25, 0.125, -0.125, 0.375, 0.125, 0.0, 0.625, 0.0, -1.5, 0.25, 0.125, 0.0, 0.0, 0.0, 1.25, 1.0, 0.125, 0.0, 0.0, 1.0, 0.0, 0.0, -0.125, 0.875, 1.0, 0.375, -0.25, -0.375, 1.0, 0.0, 0.25, -0.125, 0.75, -0.375, 0.0, 0.75, 0.0, 0.0, -0.625, 0.0, 0.0, 0.0, -0.5, -0.625, 0.0, -0.125, 0.375]","[0.0, -0.6408, -0.8516, 0.5859, 0.5106, 0.0, 0.0, 0.0, 0.3802, 0.6249, 0.6697, -0.5707, -0.3182, 0.0772, 0.4003, 0.0, 0.0, 0.0, 0.8779, 0.5994, -0.128, 0.4215, 0.4404, 0.5994, 0.0, 0.0, 0.3182, 0.7579, 0.9228, 0.0, 0.0, 0.0, 0.6369, -0.4767, 0.5399, 0.2023, 0.5994, 0.1027, 0.5819, 0.4404, 0.0, 0.0, -0.5859, 0.34, 0.0, 0.0, 0.2023, -0.3818, 0.0, 0.7574, 0.6884]",51,0.113,0.18282745098039213
22,2018-09-23,"[0.625, 0.0, 0.75, 0.375, 0.75, 0.125, 0.0, 0.0, 0.0, 0.0, -0.25, 0.0, 1.25, 0.0, -1.125, 0.0, -0.375, 0.0, 0.0, 0.0, 1.75, 0.125, 0.0, 1.0, -1.0, 0.0, 0.0, -0.375, 0.125, -0.75, 0.0, 0.0, 0.125, 0.0, 0.5, -0.125, 0.625, -0.625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, -0.125, 0.125, 0.0, 0.125]","[0.6249, 0.0, 0.8172, -0.1531, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6696, 0.0, -0.4019, 0.0, -0.4019, 0.1531, 0.3612, 0.69, 0.0, 0.4588, 0.69, 0.8176, -0.2023, 0.6588, 0.4137, -0.2732, 0.6239, -0.2732, 0.0, 0.8061, -0.2023, 0.0, 0.8356, 0.0258, 0.5244, -0.2263, 0.552, 0.0, -0.3182, 0.0, 0.0, 0.5826, 0.4926, 0.0, -0.228, 0.0, 0.453, -0.2263]",50,0.075,0.16688399999999998
23,2018-09-24,"[0.0, 0.0, -0.125, 0.0, 0.0, 0.5, 0.125, 0.125, 0.0, -0.375, 0.125, 0.0, -0.125, 0.75, 0.0, 0.875, 0.0, -0.5, 0.5, -0.375, 0.375, 0.0, 0.875, 0.25, 0.0, 0.0, 0.0, 0.75, -0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.125, 0.0, 0.0, 0.75, 0.0, 2.125, -0.125, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.375, 0.75, 0.0, 0.0]","[0.4137, 0.765, 0.3612, 0.0, 0.0, 0.25, 0.0, 0.1387, 0.0, -0.528, 0.1779, 0.8955, 0.0, 0.7777, 0.8126, 0.5984, 0.8076, -0.296, 0.0, 0.4588, 0.5093, 0.0, 0.7003, -0.7456, 0.6114, 0.3365, -0.7263, 0.2714, 0.8429, -0.34, 0.4215, 0.0, -0.3818, 0.0, 0.5267, -0.5423, -0.3612, 0.0, 0.6452, 0.0, 0.8741, 0.296, -0.541, 0.0, 0.4215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9825, 0.5267, 0.3182, -0.296]",54,0.1412037037037037,0.18487222222222216
24,2018-09-25,"[0.0, 0.625, 0.0, -0.25, 0.0, -0.25, -0.375, 0.0, 0.0, 0.0, 0.375, 0.375, 0.0, 0.125, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 1.125, -1.125, 0.0, 0.0, 0.0, 0.0, 1.0, 0.375, 0.0, 1.625, 0.0, 0.0, 0.625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 1.125, 0.375, 0.375, -0.125, -0.375, 0.0, 1.25, 0.0, 0.625, 0.125, 0.125, 0.125, -0.625, 0.0, 0.0, 0.0, 0.625, 0.0, 1.0, 0.125, 0.0, 0.625, -0.125, 0.0]","[-0.7178, 0.6988, -0.5216, 0.1901, 0.3182, -0.7156, -0.4404, 0.0, 0.4215, 0.0, 0.4215, 0.6731, 0.4019, 0.8225, 0.0, -0.296, 0.0, 0.6324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5837, 0.0, 0.7752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8842, 0.7184, 0.0, 0.5574, 0.0, 0.4215, 0.0, 0.4215, 0.0, 0.6597, 0.0, -0.296, 0.3595, 0.5574, 0.34, 0.5719, 0.7351, 0.6124, 0.0258, 0.0, 0.0, -0.2232, 0.0, 0.4019, 0.0, -0.3724, 0.0, -0.4767, 0.4559, 0.0, 0.0, 0.25, 0.0, 0.9018, -0.6249, 0.0, 0.4576, 0.0, 0.1007]",71,0.14612676056338028,0.1505211267605633
25,2018-09-26,"[0.0, 0.25, 0.0, 0.75, 0.0, 0.25, 0.75, -0.375, 0.0, 0.0, 0.0, 0.125, 0.0, 1.5, -0.25, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, -1.0, -0.25, 0.375, -0.625, 0.0, 0.0, 0.0, 0.75, 0.75, 0.0, 0.0, 1.25, 0.375, 0.125, 0.875, 0.0, -0.625, 0.0, -0.75, 0.0, 0.0, 0.0, 0.0, 0.0, -0.125, 0.0, 0.125, 0.0, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.875, 0.0, -0.25, 0.0, -0.375, -0.25, 0.0, 0.75, 0.0, -0.25, 0.0, 0.0, 1.0, 0.0, 0.125, 0.0, 0.0]","[0.0, 0.6705, 0.6486, 0.8074, 0.0, 0.2144, 0.8755, 0.0, 0.0, 0.0, 0.0, 0.2709, 0.0, 0.886, 0.3182, 0.5574, 0.0, 0.0, 0.0, 0.0, 0.0, -0.5242, 0.0, -0.8126, 0.9001, 0.0, 0.0, 0.2023, 0.0, 0.0, 0.8316, 0.0, 0.5106, 0.0, 0.8908, 0.0, 0.4199, 0.4404, 0.0, 0.3612, -0.1779, 0.128, 0.0, 0.4588, 0.9141, 0.0, 0.0, 0.5859, -0.6705, 0.3612, 0.4215, 0.5859, 0.5719, 0.0, 0.5859, 0.4215, 0.0, -0.296, 0.8531, 0.0, 0.0, 0.0, 0.4019, 0.936, 0.0, 0.8225, 0.0, 0.0, 0.4199, 0.8402, -0.2462, 0.0, -0.296, 0.6369, 0.0]",75,0.09,0.2230346666666667
26,2018-09-27,"[0.0, 0.0, 0.0, 0.0, -0.25, 1.75, 0.25, 0.375, 0.375, 0.5, 0.125, 0.0, -1.25, 0.0, 0.0, -0.5, -0.5, 0.0, -0.125, -0.75, 0.125, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, -0.125, 0.25, 0.625, 0.0, 0.75, -1.125, -0.75, -0.125, 0.125, -0.125, -0.625, 0.0, 0.0, 0.125, -0.125, 0.0, 0.0, 0.0, 0.0, 1.25, 0.25, 0.75, 0.0, 0.125, 0.375, -0.25, -0.125, 0.375, 0.75, 0.0, 0.0, -0.375, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.375, -0.125, 0.625, 0.0, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, -0.125]","[0.802, 0.0, 0.0, 0.0, -0.4588, 0.948, 0.0, 0.0, 0.376, 0.7003, -0.7351, 0.0, -0.6486, 0.0, 0.0, 0.0, 0.4215, 0.5267, -0.1779, 0.7228, 0.68, 0.0, -0.3818, 0.0, 0.0, 0.5719, 0.0, -0.5106, 0.0, 0.8687, 0.0, 0.5994, -0.0608, -0.2003, 0.0, -0.4767, -0.1531, -0.6408, 0.8519, 0.4215, 0.5574, 0.5574, 0.0, 0.4753, 0.0, -0.6597, 0.8658, 0.7959, 0.7906, -0.6597, 0.4199, -0.34, 0.0, 0.4767, 0.7081, -0.5106, 0.0, 0.0, 0.0, 0.4215, 0.6514, 0.7125, 0.4215, 0.0, 0.0, 0.4215, 0.2235, 0.6824, 0.0, 0.5859, 0.0, 0.0, 0.4215, 0.0, 0.34, 0.5526, 0.34, 0.0, 0.34, -0.296, 0.0, -0.8897]",82,0.038109756097560975,0.15185243902439025
27,2018-09-28,"[0.625, 0.0, 0.75, 0.0, 0.0, -0.125, 0.0, 0.0, 0.75, -0.75, -0.375, 0.625, 0.0, -0.25, 0.0, 0.0, -0.375, 0.0, 0.375, -0.25, 0.375, 0.5, 0.625, 0.75, 0.375, 0.625, 0.25, 0.0, 0.0, 0.0, 0.125, 0.0, 0.875, 0.375, 0.0, 0.0, 0.0, 0.75, 0.375, 0.125, -0.25, 0.375, 0.0, 0.0, -0.625, 0.0, 0.0, 0.0, 0.0, 0.125, -0.5, 0.625, 0.125, 0.0, 0.0, 0.0, 0.875, 0.0, -0.5, 0.0, 0.75, 0.0, 0.875, 0.0, -0.375, 0.0, 0.0, -0.25, 0.0, 0.25, 0.0, 0.0, 0.25, 0.0, 0.0, 0.375, 0.0, 1.125, 0.0, -0.125, -0.25]","[0.6705, 0.4753, 0.765, 0.0, -0.5009, 0.8591, 0.0, 0.0, 0.6901, -0.4767, 0.4215, 0.6083, 0.0, 0.048, -0.6249, 0.0, 0.0, 0.0, 0.7351, 0.0, 0.0, 0.6597, 0.0, 0.25, 0.0, 0.5574, 0.4019, 0.0, 0.8302, 0.6739, -0.4019, 0.0, 0.4215, -0.5106, -0.3578, 0.7125, 0.0, 0.0, 0.0, 0.4926, -0.0772, 0.6731, 0.0, 0.5994, 0.1796, 0.0, 0.0, 0.0, 0.0, 0.6114, 0.8591, 0.34, 0.0, 0.0, 0.0, 0.0, 0.4404, 0.0, 0.5003, 0.0, 0.6115, 0.2023, 0.4703, 0.0, 0.0, 0.0, -0.7096, 0.4753, 0.0, 0.0, 0.4215, 0.4939, 0.5106, 0.0, 0.0, 0.2144, 0.4215, 0.836, 0.0, 0.0, -0.7177]",81,0.12345679012345678,0.18217160493827156
28,2018-09-29,"[0.0, -0.375, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.125, 0.0, -0.5, 1.25, 0.0, 0.0, 0.0, 0.0, 0.25, 1.125, 1.25, 0.0, 0.875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.375, 0.0, 0.125, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.125, 0.0, 0.0, 0.0, -1.125, 0.875, 0.0, 0.0, 0.125, 0.0, 0.125, 0.0, -0.125, 0.0, 0.5, 0.0, 0.0, 0.0, 1.625, 0.25, 0.375, 0.875, 0.375, 0.625, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, -0.125, 0.25, 0.0]","[0.0, -0.0258, 0.0, 0.4215, 0.0, 0.7003, 0.6988, 0.0, -0.481, 0.0, 0.4215, -0.2263, 0.5859, 0.4019, 0.4215, 0.34, 0.4215, 0.6696, 0.4404, 0.8327, 0.0, 0.9067, 0.0, 0.0, 0.5267, 0.0, 0.0, 0.0, 0.0, 0.5106, 0.0, 0.2023, 0.0, 0.0, 0.8349, 0.0, 0.0, 0.5106, 0.296, 0.7096, 0.4767, 0.0, 0.4215, 0.5093, 0.9001, 0.1154, 0.0, 0.0, 0.743, 0.69, 0.0, 0.4215, 0.8647, 0.0, -0.7351, -0.0772, -0.3818, -0.0148, -0.1022, 0.4215, 0.1779, 0.0, 0.9022, 0.1901, 0.0, 0.4404, 0.0, 0.0, 0.0, 0.8374, 0.0, 0.0, 0.4003, 0.0, 0.5267, 0.0, 0.5859, -0.4939, 0.2263, 0.0]",80,0.15,0.22707249999999993
29,2018-09-30,"[1.375, 0.0, 0.0, 0.0, -0.25, -0.125, 0.0, 0.0, -0.75, 0.0, -0.25, 0.375, 0.75, -0.25, 0.0, 0.0, 0.0, -0.625, -0.25, 0.625, 0.0, 0.125, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, 0.125, 0.5, 0.125, 0.0, 0.0, -0.25, 1.25, 0.375, 1.625, 0.125, 0.375, 0.125, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, -0.625, 0.75, 0.125, -0.625, 0.0, 0.0, 0.625]","[0.8923, 0.0, 0.0, 0.4003, -0.2595, 0.3182, 0.5319, -0.34, 0.0, 0.4215, 0.3182, 0.8214, 0.0, -0.5994, 0.0, 0.5319, 0.0, -0.6486, 0.3612, 0.6988, 0.743, 0.0, 0.0, 0.6705, -0.3818, 0.0, 0.4215, 0.0, 0.0, 0.2144, 0.4939, 0.5859, 0.0, 0.0, 0.2023, 0.5574, 0.5411, 0.7037, 0.7772, 0.0, 0.0, 0.0, 0.4588, 0.4005, 0.5267, 0.0, 0.0, -0.68, 0.8979, 0.0772, -0.347, 0.4215, 0.5411, 0.4648]",54,0.10648148148148148,0.21738518518518518
30,2018-10-01,"[0.625, 0.375, 0.125, 0.0, 0.75, 0.125, 0.0, 0.0, 0.0, -0.125, 1.0, 0.625, 0.25, 1.0, 0.0, 0.125, 0.0, 0.0, -0.125, 0.875, 0.0, 0.0, 0.125, 0.375, 0.875, 0.0, 0.125, 0.375, 0.0, -0.625, 1.0, 0.125, 0.5, 0.875, 0.875, 0.125, 0.0, 1.125, 0.75, 0.625, 0.25, 0.375, 1.0, 0.875, 0.0, 0.0, 0.0, 0.125, 0.125, 0.125, -0.625, 0.875, 0.375, 0.125, 0.875, 0.375, 0.625, 0.125, 0.0, 0.125, 0.75, 0.0, 0.375, 0.875, 0.125, 0.0, 0.125, 0.125, -0.25, 0.0, 0.0, 0.0, -0.625, 0.875, 0.0, 0.0, 0.0, 0.0, 0.375, 0.0, -0.5, 0.125, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, -0.75, 0.875, 0.5, 0.0, 0.875, 0.625, 0.0, 0.375, 0.125, 0.125, -0.625, 0.0, 1.0, 0.0, 0.125, 0.5, 0.375, 0.375, 0.25, 0.375, 0.375, -1.375, 0.0, 0.125, 1.0, 0.125, 0.375, 0.125, 0.625, 0.0, 0.75, 0.375, 0.125, 0.0, 0.0, 0.75, 0.0, 0.125, 0.0, 0.875, 0.0, 0.0, 0.125, 0.375, 0.625, 0.0, 0.375, 0.0, -0.375, 0.0, 0.125, -0.875, 0.0, 0.0, 0.375, -0.25, 0.125, 0.375, 0.0, -0.125, 0.25, 0.0, 0.0, 0.375, 0.0, -0.75, 0.125, 0.125, 0.0, 0.5, 0.125, -0.25, 0.0, -1.5, 0.125, 0.0, 0.375, 0.0, 0.125, 0.625, -0.125, 0.25, 0.375]","[0.6369, 0.0, 0.1779, 0.6166, 0.4404, -0.3869, -0.6249, 0.0, 0.68, 0.6239, 0.861, 0.4019, 0.7506, 0.765, 0.0, 0.0, 0.0, 0.0, -0.296, 0.8598, 0.0, 0.0, -0.3612, 0.6166, 0.9164, 0.0, -0.34, 0.0, 0.0, -0.6486, 0.4939, 0.5994, 0.5256, 0.5927, 0.6369, 0.0, 0.0, 0.928, 0.6369, 0.8255, -0.3605, 0.3506, 0.6369, 0.3818, -0.296, 0.0, 0.3612, 0.0, 0.0, 0.5994, -0.128, 0.7717, 0.3818, 0.8356, 0.8271, -0.9436, 0.4642, 0.6124, 0.0, 0.5267, 0.658, 0.7003, 0.0, 0.906, 0.6696, 0.34, 0.0, 0.0, 0.2263, 0.4574, 0.0, 0.4033, -0.3595, 0.6597, 0.0, 0.0, 0.0, 0.5949, 0.4588, 0.0, 0.7605, 0.0, 0.4753, 0.0, 0.6808, 0.0, 0.7184, 0.3612, 0.1658, 0.9265, 0.6808, 0.0, 0.6369, -0.0772, 0.0, 0.0, 0.5719, 0.5413, 0.9781, 0.0, 0.9445, 0.0, -0.743, -0.0601, 0.2144, 0.6908, 0.6249, 0.3612, 0.0, -0.5859, 0.34, 0.7178, 0.6808, -0.4404, 0.0, 0.0, 0.3197, 0.0, 0.6705, 0.5562, 0.6249, 0.2714, 0.0, 0.877, 0.0, 0.6249, -0.5859, 0.714, 0.0, 0.5446, 0.34, 0.4588, 0.34, 0.0, 0.4215, 0.0, 0.0, 0.0, -0.8402, -0.6705, 0.0, 0.0, 0.6908, -0.2023, 0.555, 0.0, 0.7065, -0.6808, 0.4019, 0.4215, 0.0, -0.4449, 0.34, -0.2185, 0.6114, 0.3182, 0.0, 0.4588, 0.5859, 0.0, 0.0, -0.3612, 0.0, 0.0, 0.5719, 0.7003, 0.5093, -0.1695, -0.7048, 0.34, 0.34]",171,0.18932748538011696,0.24132222222222235
31,2018-10-02,"[0.0, 0.25, 0.125, 0.375, 0.0, 0.125, 0.0, 0.0, 0.0, 0.75, -0.125, 0.375, 0.5, 0.0, 0.125, -0.625, -0.5, -0.5, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.75, 0.75, 0.875, 0.0, 0.25, -0.5, 0.0, 0.0, 0.0, 0.125, 0.0, 0.0, 0.75, 0.375, 0.0, 0.0, 0.0, 0.25, 0.375, 0.375, 0.25, 0.625, 0.0, 0.0, 0.0, 0.375, 0.0, 0.0, 0.25, 0.0, 0.0, 0.125, 0.0, 0.125, 0.0, 0.75, -0.5, -0.75, 0.0, 0.0, 0.0, 0.125, 0.0, 0.375, 0.0, 0.0, 0.0, 0.5, 0.0, 0.75, 0.0, 0.0, 0.375, 0.5, 0.5, 1.75, 0.375, 0.75, -0.125, 0.125, 0.0, 0.0, 0.375, 0.0, 0.0, 0.0, -0.125, 0.75, 0.0, 0.0, 0.5, 0.875, 0.0, 0.5, 0.0, 0.875, 0.125, 0.0, -1.625, 0.625, 0.5, 0.0, -0.5, 0.0, 0.75, 0.875, -0.625, 0.0, -0.625, 0.125, 0.25, 0.0, 0.375, 0.125, -0.125, 0.125, 0.125, 0.0, -0.125, 0.625, 0.0, 0.0, 0.5, 0.375, 0.0, -0.125, 0.0, 0.125, -0.25, 0.875, -0.25, 0.0, 0.0, 0.375, 0.0, -1.375, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, -0.125, 0.0, 0.0, 0.0, -0.625, 0.0, 0.0, 0.125, 0.0, 0.625, 0.125, -0.5, 2.25, 0.0, 0.125, -1.0, 1.125, 0.0, 0.0, 0.0, -0.25, 0.875, 0.0, 0.375, -0.125, 0.25, 0.0, 0.0, -0.5, 0.0, 0.0, 0.625, 0.125, 0.125, 0.0, 1.75, 0.125, 0.125, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0, -0.875, 0.0, 0.25, 0.0, 0.25, 0.125, -0.25, 0.625, 0.75]","[-0.0119, 0.3612, 0.0, 0.6908, 0.0, 0.8016, 0.0, 0.0, 0.0, 0.0, 0.8478, 0.0, 0.0772, 0.0, 0.0, 0.469, -0.3182, 0.4215, 0.0, 0.4357, 0.0, 0.4404, 0.0, 0.0, 0.0, 0.6369, 0.0, 0.4404, 0.4466, 0.0, 0.5411, 0.0, 0.4588, 0.4215, 0.0, 0.0, 0.2023, 0.0, 0.7003, 0.2023, -0.5994, 0.4215, 0.0, 0.6908, 0.9312, 0.5574, 0.0, 0.25, 0.4588, 0.34, 0.0, 0.3612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2003, 0.0, -0.2853, 0.0, 0.128, 0.0, 0.4939, -0.296, 0.0, 0.5859, 0.34, 0.0, 0.34, 0.0, -0.4019, 0.0, 0.7283, 0.4215, 0.0, -0.2411, 0.34, 0.2023, 0.9423, 0.0, 0.4404, 0.0516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34, 0.0, -0.5423, -0.5994, 0.0, 0.3612, 0.296, 0.5562, 0.0, -0.5719, 0.0, -0.2023, 0.5994, 0.0, 0.0, 0.6486, -0.6597, 0.34, 0.0516, 0.1298, 0.7777, -0.34, 0.0, 0.0, 0.0, 0.4215, -0.4767, 0.8834, 0.6037, 0.0, 0.0, 0.3182, 0.34, 0.0, 0.0, 0.5719, 0.0, 0.0, -0.4588, 0.0, 0.0, 0.5848, 0.0, 0.0, 0.128, 0.8016, 0.0, 0.4019, -0.1027, 0.6419, 0.0, -0.6486, 0.0, 0.0, -0.3818, 0.5242, 0.25, 0.25, 0.0, 0.0, 0.2263, 0.0, 0.0, -0.4767, 0.5093, 0.0, 0.4215, 0.0, 0.3182, -0.6369, -0.4404, 0.9113, 0.0, 0.5106, -0.1134, 0.6705, 0.0, 0.0, 0.4215, 0.0, 0.6486, -0.6731, 0.5994, 0.969, 0.6249, 0.0, 0.0, 0.3802, -0.3612, 0.0, 0.6581, 0.4926, 0.0, -0.516, 0.6416, 0.0, 0.34, 0.5859, 0.1779, 0.4404, 0.0, 0.0, 0.5242, -0.7717, 0.5106, 0.0, 0.0, 0.7256, 0.0, -0.2263, 0.0, 0.7096]",201,0.1281094527363184,0.1507786069651742
32,2018-10-03,"[0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.75, 0.125, -0.375, 0.0, 0.0, 0.0, -0.625, 0.875, -0.75, 0.125, 0.0, 0.0, -0.75, 1.75, 0.0, 0.0, 0.0, 1.125, 0.0, 0.0, 0.0, 0.0, 0.0, 1.875, 0.25, 0.0, 0.0, 0.625, 0.0, 0.0, 0.0, 0.375, -0.375, -0.25, 1.125, 0.0, 1.375, 0.0, 0.875, 0.25, 0.0, 0.0, 0.0, 0.5, -0.25, 0.0, -0.125, 0.375, 0.0, 0.0, -0.125, 0.0, 0.875, 0.0, 0.0, 0.0, 0.25, 0.0, 0.875, 0.5, -0.25, 0.0, 0.875, 1.0, 0.0, -0.375, 0.0, 0.0, 0.25, 0.125, -0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.75, 0.0, 0.0, -0.625, -0.25, 0.0, -0.125, 1.75, 0.375, 0.375, -0.25, 0.25, -0.375, 0.0, 0.0, 0.375, 0.0, 0.25, 0.375, 0.0, 0.0, 2.0, 0.0, 0.875, 0.0, 0.0, 0.375, 0.375, -0.25, -0.25, 0.0, 0.5, -0.25, 0.0, 0.0, 0.25, 0.0, -0.25, 0.0, 0.5, 0.0, 0.375, 0.0, 0.0, 0.125, -0.125, 0.0, 0.5, 0.0, 0.0, 0.125, -0.5, 0.125, 0.125, 0.0, -0.125, 0.0, 0.0, 0.375, 0.375, 0.25, 0.125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, -0.25, 0.0, 0.0, 0.0, 0.125, 0.0, -0.5, 0.0, -0.125, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6124, 0.0516, 0.0, 0.3595, -0.5719, 0.6003, 0.9432, 0.0, 0.0, -0.3612, 0.0, 0.4753, 0.0, 0.2714, 0.1531, -0.1779, 0.3802, 0.5423, 0.4144, 0.0, 0.0, 0.0, 0.4796, 0.5859, 0.3365, -0.4199, 0.1779, 0.8636, 0.4926, 0.7887, 0.5859, 0.8689, 0.0, -0.1363, 0.0, 0.0, 0.0, 0.0258, 0.0, 0.5413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8925, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5859, 0.6103, 0.0, 0.0, 0.6369, 0.8173, 0.0, 0.3365, 0.0, 0.7345, 0.4588, 0.5719, 0.5106, 0.0, 0.6369, 0.6369, 0.0, 0.0, 0.7003, 0.9022, 0.5994, 0.0, 0.7783, 0.0, 0.4767, 0.6124, 0.1027, 0.8126, 0.5119, 0.0, 0.0, 0.0, -0.7543, 0.3612, 0.0, 0.0, 0.4215, 0.0, 0.624, 0.0, 0.0, 0.5574, 0.4215, 0.3612, -0.5984, -0.126, 0.0, 0.0, -0.6166, 0.0, 0.3612, 0.34, 0.0, 0.0, 0.1779, 0.0, 0.0, 0.4215, 0.5411, 0.6124, 0.0, 0.5859, 0.296, 0.4215, 0.0, 0.0, 0.0, 0.1867, 0.0, 0.0, 0.0, 0.0, 0.6633, 0.0, 0.0, 0.0, 0.0, 0.2023, 0.34, 0.34, 0.9468, -0.5106, -0.34, 0.0, 0.0, 0.0, 0.0, -0.3818, 0.0, 0.0, -0.6486, 0.0, 0.1531, 0.431, 0.7088, 0.0, 0.4215, 0.3612, 0.0, -0.1531, 0.4753]",165,0.12878787878787878,0.1803248484848485
